S.NO,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
1,Rajasthan,AJMER,1997,Kharif     ,Bajra,56600,30400
2,Rajasthan,AJMER,1997,Kharif     ,Cotton(lint),16000,31176
3,Rajasthan,AJMER,1997,Kharif     ,Groundnut,7800,5100
4,Rajasthan,AJMER,1997,Kharif     ,Jowar,105900,34600
5,Rajasthan,AJMER,1997,Kharif     ,Maize,43600,33100
6,Rajasthan,AJMER,1997,Kharif     ,Onion,2800,4500
7,Rajasthan,AJMER,1997,Kharif     ,Rice,100,100
8,Rajasthan,AJMER,1997,Kharif     ,Sesamum,8000,2000
9,Rajasthan,AJMER,1997,Kharif     ,Sugarcane,100,6700
10,Rajasthan,AJMER,1997,Rabi       ,Barley,24700,28900
11,Rajasthan,AJMER,1997,Rabi       ,Gram,98800,94300
12,Rajasthan,AJMER,1997,Rabi       ,Linseed,500,300
13,Rajasthan,AJMER,1997,Rabi       ,Rapeseed &Mustard,36700,25400
14,Rajasthan,AJMER,1997,Rabi       ,Wheat,79300,144500
15,Rajasthan,AJMER,1998,Kharif     ,Arhar/Tur,3,4
16,Rajasthan,AJMER,1998,Kharif     ,Bajra,55089,6045
17,Rajasthan,AJMER,1998,Kharif     ,Castor seed,41,57
18,Rajasthan,AJMER,1998,Kharif     ,Cotton(lint),15031,2145
19,Rajasthan,AJMER,1998,Kharif     ,Groundnut,6377,1628
20,Rajasthan,AJMER,1998,Kharif     ,Jowar,105177,6080
21,Rajasthan,AJMER,1998,Kharif     ,Maize,42823,6998
22,Rajasthan,AJMER,1998,Kharif     ,Moong(Green Gram),40640,1525
23,Rajasthan,AJMER,1998,Kharif     ,Moth,2294,
24,Rajasthan,AJMER,1998,Kharif     ,Other Kharif pulses,3003,14
25,Rajasthan,AJMER,1998,Kharif     ,Rice,28,34
26,Rajasthan,AJMER,1998,Kharif     ,Sannhamp,4,
27,Rajasthan,AJMER,1998,Kharif     ,Sesamum,7722,994
28,Rajasthan,AJMER,1998,Kharif     ,Soyabean,123,162
29,Rajasthan,AJMER,1998,Kharif     ,Urad,5451,378
30,Rajasthan,AJMER,1998,Rabi       ,Barley,21534,40167
31,Rajasthan,AJMER,1998,Rabi       ,Gram,123824,67301
32,Rajasthan,AJMER,1998,Rabi       ,Linseed,939,117
33,Rajasthan,AJMER,1998,Rabi       ,Masoor,6,6
34,Rajasthan,AJMER,1998,Rabi       ,Other  Rabi pulses,16,10
35,Rajasthan,AJMER,1998,Rabi       ,Peas & beans (Pulses),146,410
36,Rajasthan,AJMER,1998,Rabi       ,Rapeseed &Mustard,27203,13797
37,Rajasthan,AJMER,1998,Rabi       ,Wheat,74805,134057
38,Rajasthan,AJMER,1998,Whole Year ,Coriander,260,235
39,Rajasthan,AJMER,1998,Whole Year ,Dry chillies,3504,843
40,Rajasthan,AJMER,1998,Whole Year ,Garlic,6,4
41,Rajasthan,AJMER,1998,Whole Year ,Onion,2809,9137
42,Rajasthan,AJMER,1998,Whole Year ,Potato,24,84
43,Rajasthan,AJMER,1998,Whole Year ,Sugarcane,55,2627
44,Rajasthan,AJMER,1998,Whole Year ,Sweet potato,10,12
45,Rajasthan,AJMER,1999,Kharif     ,Arhar/Tur,3,1
46,Rajasthan,AJMER,1999,Kharif     ,Bajra,57959,5922
47,Rajasthan,AJMER,1999,Kharif     ,Castor seed,143,33
48,Rajasthan,AJMER,1999,Kharif     ,Cotton(lint),14384,1932
49,Rajasthan,AJMER,1999,Kharif     ,Groundnut,4753,1782
50,Rajasthan,AJMER,1999,Kharif     ,Jowar,112136,21196
51,Rajasthan,AJMER,1999,Kharif     ,Maize,38823,27474
52,Rajasthan,AJMER,1999,Kharif     ,Moong(Green Gram),26587,6125
53,Rajasthan,AJMER,1999,Kharif     ,Moth,1819,
54,Rajasthan,AJMER,1999,Kharif     ,Other Kharif pulses,1680,55
55,Rajasthan,AJMER,1999,Kharif     ,Rice,69,87
56,Rajasthan,AJMER,1999,Kharif     ,Sesamum,5501,417
57,Rajasthan,AJMER,1999,Kharif     ,Soyabean,42,51
58,Rajasthan,AJMER,1999,Kharif     ,Urad,2656,942
59,Rajasthan,AJMER,1999,Rabi       ,Barley,12259,17582
60,Rajasthan,AJMER,1999,Rabi       ,Gram,30961,12014
61,Rajasthan,AJMER,1999,Rabi       ,Linseed,107,24
62,Rajasthan,AJMER,1999,Rabi       ,Masoor,2,1
63,Rajasthan,AJMER,1999,Rabi       ,Other  Rabi pulses,6,6
64,Rajasthan,AJMER,1999,Rabi       ,Peas & beans (Pulses),86,146
65,Rajasthan,AJMER,1999,Rabi       ,Rapeseed &Mustard,41337,20544
66,Rajasthan,AJMER,1999,Rabi       ,Wheat,40412,41161
67,Rajasthan,AJMER,1999,Whole Year ,Coriander,137,155
68,Rajasthan,AJMER,1999,Whole Year ,Dry chillies,3621,1243
69,Rajasthan,AJMER,1999,Whole Year ,Garlic,9,3
70,Rajasthan,AJMER,1999,Whole Year ,Guar seed,11231,442
71,Rajasthan,AJMER,1999,Whole Year ,Onion,2057,3505
72,Rajasthan,AJMER,1999,Whole Year ,Potato,2,2
73,Rajasthan,AJMER,1999,Whole Year ,Sannhamp,6,3
74,Rajasthan,AJMER,1999,Whole Year ,Sugarcane,45,1837
75,Rajasthan,AJMER,1999,Whole Year ,Sweet potato,15,8
76,Rajasthan,AJMER,1999,Whole Year ,Tapioca,3,4
77,Rajasthan,AJMER,2000,Kharif     ,Arhar/Tur,43,
78,Rajasthan,AJMER,2000,Kharif     ,Bajra,64826,9494
79,Rajasthan,AJMER,2000,Kharif     ,Castor seed,596,98
80,Rajasthan,AJMER,2000,Kharif     ,Cotton(lint),8155,12341
81,Rajasthan,AJMER,2000,Kharif     ,Groundnut,2661,748
82,Rajasthan,AJMER,2000,Kharif     ,Jowar,123767,12309
83,Rajasthan,AJMER,2000,Kharif     ,Maize,41324,26805
84,Rajasthan,AJMER,2000,Kharif     ,Moong(Green Gram),41920,7758
85,Rajasthan,AJMER,2000,Kharif     ,Moth,2304,91
86,Rajasthan,AJMER,2000,Kharif     ,Other Kharif pulses,1270,75
87,Rajasthan,AJMER,2000,Kharif     ,Rice,31,29
88,Rajasthan,AJMER,2000,Kharif     ,Sesamum,5114,845
89,Rajasthan,AJMER,2000,Kharif     ,Small millets,16,22
90,Rajasthan,AJMER,2000,Kharif     ,Soyabean,15,10
91,Rajasthan,AJMER,2000,Kharif     ,Urad,4274,1111
92,Rajasthan,AJMER,2000,Rabi       ,Barley,10190,14804
93,Rajasthan,AJMER,2000,Rabi       ,Gram,9597,2782
94,Rajasthan,AJMER,2000,Rabi       ,Linseed,107,34
95,Rajasthan,AJMER,2000,Rabi       ,Masoor,1,
96,Rajasthan,AJMER,2000,Rabi       ,Peas & beans (Pulses),56,93
97,Rajasthan,AJMER,2000,Rabi       ,Rapeseed &Mustard,9759,4091
98,Rajasthan,AJMER,2000,Rabi       ,Wheat,34280,41829
99,Rajasthan,AJMER,2000,Whole Year ,Coriander,198,189
100,Rajasthan,AJMER,2000,Whole Year ,Dry chillies,2109,573
101,Rajasthan,AJMER,2000,Whole Year ,Garlic,2,1
102,Rajasthan,AJMER,2000,Whole Year ,Guar seed,14313,687
103,Rajasthan,AJMER,2000,Whole Year ,Onion,1363,2277
104,Rajasthan,AJMER,2000,Whole Year ,Sugarcane,31,1291
105,Rajasthan,AJMER,2000,Whole Year ,Sweet potato,25,20
106,Rajasthan,AJMER,2001,Kharif     ,Arhar/Tur,4,2
107,Rajasthan,AJMER,2001,Kharif     ,Bajra,69903,74461
108,Rajasthan,AJMER,2001,Kharif     ,Castor seed,35,22
109,Rajasthan,AJMER,2001,Kharif     ,Cotton(lint),11586,21106
110,Rajasthan,AJMER,2001,Kharif     ,Groundnut,2804,1833
111,Rajasthan,AJMER,2001,Kharif     ,Jowar,129137,59749
112,Rajasthan,AJMER,2001,Kharif     ,Maize,39730,40651
113,Rajasthan,AJMER,2001,Kharif     ,Moong(Green Gram),61145,17827
114,Rajasthan,AJMER,2001,Kharif     ,Moth,1781,225
115,Rajasthan,AJMER,2001,Kharif     ,Other Kharif pulses,2229,758
116,Rajasthan,AJMER,2001,Kharif     ,Rice,51,64
117,Rajasthan,AJMER,2001,Kharif     ,Sesamum,7047,1732
118,Rajasthan,AJMER,2001,Kharif     ,Small millets,2,
119,Rajasthan,AJMER,2001,Kharif     ,Soyabean,1,1
120,Rajasthan,AJMER,2001,Kharif     ,Sunflower,13,7
121,Rajasthan,AJMER,2001,Kharif     ,Urad,8740,3585
122,Rajasthan,AJMER,2001,Rabi       ,Barley,11416,28683
123,Rajasthan,AJMER,2001,Rabi       ,Gram,21484,13156
124,Rajasthan,AJMER,2001,Rabi       ,Linseed,14,11
125,Rajasthan,AJMER,2001,Rabi       ,Masoor,10,10
126,Rajasthan,AJMER,2001,Rabi       ,Other  Rabi pulses,26,31
127,Rajasthan,AJMER,2001,Rabi       ,Peas & beans (Pulses),147,208
128,Rajasthan,AJMER,2001,Rabi       ,Rapeseed &Mustard,20746,10588
129,Rajasthan,AJMER,2001,Rabi       ,Wheat,41551,75770
130,Rajasthan,AJMER,2001,Whole Year ,Coriander,201,126
131,Rajasthan,AJMER,2001,Whole Year ,Dry chillies,2608,2141
132,Rajasthan,AJMER,2001,Whole Year ,Garlic,9,4
133,Rajasthan,AJMER,2001,Whole Year ,Guar seed,6156,4578
134,Rajasthan,AJMER,2001,Whole Year ,Onion,2107,3964
135,Rajasthan,AJMER,2001,Whole Year ,Potato,4,4
136,Rajasthan,AJMER,2001,Whole Year ,Sugarcane,30,1431
137,Rajasthan,AJMER,2001,Whole Year ,Sweet potato,30,24
138,Rajasthan,AJMER,2002,Kharif     ,Arhar/Tur,36,
139,Rajasthan,AJMER,2002,Kharif     ,Bajra,59416,532
140,Rajasthan,AJMER,2002,Kharif     ,Castor seed,14,
141,Rajasthan,AJMER,2002,Kharif     ,Cotton(lint),9175,4482
142,Rajasthan,AJMER,2002,Kharif     ,Groundnut,1300,185
143,Rajasthan,AJMER,2002,Kharif     ,Jowar,108116,4110
144,Rajasthan,AJMER,2002,Kharif     ,Maize,27520,1759
145,Rajasthan,AJMER,2002,Kharif     ,Moong(Green Gram),68183,5351
146,Rajasthan,AJMER,2002,Kharif     ,Moth,1073,9
147,Rajasthan,AJMER,2002,Kharif     ,Other Kharif pulses,1524,49
148,Rajasthan,AJMER,2002,Kharif     ,Rice,2,2
149,Rajasthan,AJMER,2002,Kharif     ,Sesamum,3834,187
150,Rajasthan,AJMER,2002,Kharif     ,Soyabean,54,27
151,Rajasthan,AJMER,2002,Kharif     ,Urad,12909,2628
152,Rajasthan,AJMER,2002,Rabi       ,Barley,4212,6825
153,Rajasthan,AJMER,2002,Rabi       ,Gram,169,75
154,Rajasthan,AJMER,2002,Rabi       ,Linseed,1,1
155,Rajasthan,AJMER,2002,Rabi       ,Peas & beans (Pulses),22,24
156,Rajasthan,AJMER,2002,Rabi       ,Rapeseed &Mustard,1013,276
157,Rajasthan,AJMER,2002,Rabi       ,Wheat,11244,23077
158,Rajasthan,AJMER,2002,Whole Year ,Citrus Fruit,273,0
159,Rajasthan,AJMER,2002,Whole Year ,Coriander,31,25
160,Rajasthan,AJMER,2002,Whole Year ,Dry chillies,940,85
161,Rajasthan,AJMER,2002,Whole Year ,Garlic,10,5
162,Rajasthan,AJMER,2002,Whole Year ,Guar seed,7030,28
163,Rajasthan,AJMER,2002,Whole Year ,Mango,90,0
164,Rajasthan,AJMER,2002,Whole Year ,Onion,449,604
165,Rajasthan,AJMER,2002,Whole Year ,Other Fresh Fruits,162,0
166,Rajasthan,AJMER,2002,Whole Year ,Other Vegetables,2290,0
167,Rajasthan,AJMER,2002,Whole Year ,Pome Fruit,83,0
168,Rajasthan,AJMER,2002,Whole Year ,Potato,3,2
169,Rajasthan,AJMER,2002,Whole Year ,Sannhamp,3,
170,Rajasthan,AJMER,2002,Whole Year ,Sugarcane,35,1478
171,Rajasthan,AJMER,2002,Whole Year ,Sweet potato,27,11
172,Rajasthan,AJMER,2003,Kharif     ,Arhar/Tur,15,15
173,Rajasthan,AJMER,2003,Kharif     ,Bajra,98497,137310
174,Rajasthan,AJMER,2003,Kharif     ,Castor seed,17,13
175,Rajasthan,AJMER,2003,Kharif     ,Cotton(lint),6139,8970
176,Rajasthan,AJMER,2003,Kharif     ,Groundnut,1427,1810
177,Rajasthan,AJMER,2003,Kharif     ,Jowar,137488,80161
178,Rajasthan,AJMER,2003,Kharif     ,Maize,38700,63604
179,Rajasthan,AJMER,2003,Kharif     ,Moong(Green Gram),78430,46325
180,Rajasthan,AJMER,2003,Kharif     ,Moth,2173,956
181,Rajasthan,AJMER,2003,Kharif     ,Other Kharif pulses,1596,774
182,Rajasthan,AJMER,2003,Kharif     ,Rice,26,43
183,Rajasthan,AJMER,2003,Kharif     ,Sesamum,7492,2913
184,Rajasthan,AJMER,2003,Kharif     ,Soyabean,2,3
185,Rajasthan,AJMER,2003,Kharif     ,Sunflower,13,5
186,Rajasthan,AJMER,2003,Kharif     ,Urad,11624,7012
187,Rajasthan,AJMER,2003,Rabi       ,Barley,7332,17822
188,Rajasthan,AJMER,2003,Rabi       ,Gram,13841,6479
189,Rajasthan,AJMER,2003,Rabi       ,Linseed,62,50
190,Rajasthan,AJMER,2003,Rabi       ,Masoor,2,2
191,Rajasthan,AJMER,2003,Rabi       ,Other  Rabi pulses,3,2
192,Rajasthan,AJMER,2003,Rabi       ,Peas & beans (Pulses),127,223
193,Rajasthan,AJMER,2003,Rabi       ,Rapeseed &Mustard,8696,4992
194,Rajasthan,AJMER,2003,Rabi       ,Wheat,21595,42225
195,Rajasthan,AJMER,2003,Whole Year ,Citrus Fruit,270,0
196,Rajasthan,AJMER,2003,Whole Year ,Coriander,99,123
197,Rajasthan,AJMER,2003,Whole Year ,Dry chillies,1050,1100
198,Rajasthan,AJMER,2003,Whole Year ,Garlic,21,24
199,Rajasthan,AJMER,2003,Whole Year ,Guar seed,2294,
200,Rajasthan,AJMER,2003,Whole Year ,Mango,77,0
201,Rajasthan,AJMER,2003,Whole Year ,Onion,908,2613
202,Rajasthan,AJMER,2003,Whole Year ,Other Fresh Fruits,300,0
203,Rajasthan,AJMER,2003,Whole Year ,other oilseeds,6229,4642
204,Rajasthan,AJMER,2003,Whole Year ,Other Vegetables,2994,0
205,Rajasthan,AJMER,2003,Whole Year ,Pome Fruit,96,0
206,Rajasthan,AJMER,2003,Whole Year ,Sannhamp,1,0
207,Rajasthan,AJMER,2003,Whole Year ,Sugarcane,34,1816
208,Rajasthan,AJMER,2003,Whole Year ,Sweet potato,44,107
209,Rajasthan,AJMER,2004,Kharif     ,Arhar/Tur,3,
210,Rajasthan,AJMER,2004,Kharif     ,Bajra,82174,41736
211,Rajasthan,AJMER,2004,Kharif     ,Castor seed,18,7
212,Rajasthan,AJMER,2004,Kharif     ,Cotton(lint),12327,24170
213,Rajasthan,AJMER,2004,Kharif     ,Groundnut,2378,584
214,Rajasthan,AJMER,2004,Kharif     ,Jowar,119921,30195
215,Rajasthan,AJMER,2004,Kharif     ,Maize,37783,27330
216,Rajasthan,AJMER,2004,Kharif     ,Moong(Green Gram),79619,32496
217,Rajasthan,AJMER,2004,Kharif     ,Moth,1868,173
218,Rajasthan,AJMER,2004,Kharif     ,Other Kharif pulses,2259,308
219,Rajasthan,AJMER,2004,Kharif     ,Rice,18,27
220,Rajasthan,AJMER,2004,Kharif     ,Sesamum,17884,4699
221,Rajasthan,AJMER,2004,Kharif     ,Sunflower,9,7
222,Rajasthan,AJMER,2004,Kharif     ,Urad,9115,3862
223,Rajasthan,AJMER,2004,Rabi       ,Barley,7539,17792
224,Rajasthan,AJMER,2004,Rabi       ,Gram,20969,15860
225,Rajasthan,AJMER,2004,Rabi       ,Linseed,36,27
226,Rajasthan,AJMER,2004,Rabi       ,Masoor,7,7
227,Rajasthan,AJMER,2004,Rabi       ,Other  Rabi pulses,142,340
228,Rajasthan,AJMER,2004,Rabi       ,Rapeseed &Mustard,41190,43307
229,Rajasthan,AJMER,2004,Rabi       ,Wheat,25457,52533
230,Rajasthan,AJMER,2004,Whole Year ,Coriander,89,102
231,Rajasthan,AJMER,2004,Whole Year ,Dry chillies,1628,1639
232,Rajasthan,AJMER,2004,Whole Year ,Garlic,13,23
233,Rajasthan,AJMER,2004,Whole Year ,Guar seed,5320,358
234,Rajasthan,AJMER,2004,Whole Year ,Onion,1274,3250
235,Rajasthan,AJMER,2004,Whole Year ,Potato,1,2
236,Rajasthan,AJMER,2004,Whole Year ,Sugarcane,62,2996
237,Rajasthan,AJMER,2004,Whole Year ,Sweet potato,56,40
238,Rajasthan,AJMER,2005,Kharif     ,Bajra,84447,5792
239,Rajasthan,AJMER,2005,Kharif     ,Castor seed,164,
240,Rajasthan,AJMER,2005,Kharif     ,Cotton(lint),10406,10488
241,Rajasthan,AJMER,2005,Kharif     ,Groundnut,2197,882
242,Rajasthan,AJMER,2005,Kharif     ,Jowar,133856,3602
243,Rajasthan,AJMER,2005,Kharif     ,Maize,36338,5342
244,Rajasthan,AJMER,2005,Kharif     ,Moong(Green Gram),86721,9066
245,Rajasthan,AJMER,2005,Kharif     ,Moth,2499,357
246,Rajasthan,AJMER,2005,Kharif     ,Other Kharif pulses,1858,178
247,Rajasthan,AJMER,2005,Kharif     ,Rice,13,19
248,Rajasthan,AJMER,2005,Kharif     ,Sesamum,12138,691
249,Rajasthan,AJMER,2005,Kharif     ,Soyabean,22,25
250,Rajasthan,AJMER,2005,Kharif     ,Sunflower,2,1
251,Rajasthan,AJMER,2005,Kharif     ,Urad,6975,861
252,Rajasthan,AJMER,2005,Rabi       ,Barley,9904,17315
253,Rajasthan,AJMER,2005,Rabi       ,Gram,25153,5826
254,Rajasthan,AJMER,2005,Rabi       ,Linseed,22,18
255,Rajasthan,AJMER,2005,Rabi       ,Masoor,1,1
256,Rajasthan,AJMER,2005,Rabi       ,Peas & beans (Pulses),217,527
257,Rajasthan,AJMER,2005,Rabi       ,Rapeseed &Mustard,56481,24337
258,Rajasthan,AJMER,2005,Rabi       ,Wheat,23544,31307
259,Rajasthan,AJMER,2005,Whole Year ,Coriander,65,68
260,Rajasthan,AJMER,2005,Whole Year ,Dry chillies,906,503
261,Rajasthan,AJMER,2005,Whole Year ,Garlic,11,4
262,Rajasthan,AJMER,2005,Whole Year ,Guar seed,2099,241
263,Rajasthan,AJMER,2005,Whole Year ,Onion,773,2440
264,Rajasthan,AJMER,2005,Whole Year ,Potato,2,2
265,Rajasthan,AJMER,2005,Whole Year ,Sugarcane,30,1828
266,Rajasthan,AJMER,2005,Whole Year ,Sweet potato,109,109
267,Rajasthan,AJMER,2006,Kharif     ,Bajra,86479,70023
268,Rajasthan,AJMER,2006,Kharif     ,Castor seed,15,15
269,Rajasthan,AJMER,2006,Kharif     ,Cotton(lint),5612,2028
270,Rajasthan,AJMER,2006,Kharif     ,Groundnut,3301,1217
271,Rajasthan,AJMER,2006,Kharif     ,Jowar,149417,87848
272,Rajasthan,AJMER,2006,Kharif     ,Maize,36017,36979
273,Rajasthan,AJMER,2006,Kharif     ,Moong(Green Gram),71117,38287
274,Rajasthan,AJMER,2006,Kharif     ,Moth,2846,316
275,Rajasthan,AJMER,2006,Kharif     ,Other Kharif pulses,1634,436
276,Rajasthan,AJMER,2006,Kharif     ,Rice,15,24
277,Rajasthan,AJMER,2006,Kharif     ,Sesamum,9830,2555
278,Rajasthan,AJMER,2006,Kharif     ,Urad,3557,1031
279,Rajasthan,AJMER,2006,Rabi       ,Barley,8809,18989
280,Rajasthan,AJMER,2006,Rabi       ,Gram,7966,4858
281,Rajasthan,AJMER,2006,Rabi       ,Linseed,21,17
282,Rajasthan,AJMER,2006,Rabi       ,Masoor,7,6
283,Rajasthan,AJMER,2006,Rabi       ,Peas & beans (Pulses),249,426
284,Rajasthan,AJMER,2006,Rabi       ,Rapeseed &Mustard,22007,16472
285,Rajasthan,AJMER,2006,Rabi       ,Wheat,30011,84048
286,Rajasthan,AJMER,2006,Whole Year ,Coriander,46,54
287,Rajasthan,AJMER,2006,Whole Year ,Dry chillies,745,492
288,Rajasthan,AJMER,2006,Whole Year ,Garlic,8,10
289,Rajasthan,AJMER,2006,Whole Year ,Guar seed,6285,4119
290,Rajasthan,AJMER,2006,Whole Year ,Onion,547,1040
291,Rajasthan,AJMER,2006,Whole Year ,Potato,2,5
292,Rajasthan,AJMER,2006,Whole Year ,Sugarcane,49,2828
293,Rajasthan,AJMER,2006,Whole Year ,Sweet potato,82,155
294,Rajasthan,AJMER,2007,Kharif     ,Arhar/Tur,57,12
295,Rajasthan,AJMER,2007,Kharif     ,Bajra,83559,82062
296,Rajasthan,AJMER,2007,Kharif     ,Castor seed,19,16
297,Rajasthan,AJMER,2007,Kharif     ,Cotton(lint),5133,2163
298,Rajasthan,AJMER,2007,Kharif     ,Groundnut,2327,2536
299,Rajasthan,AJMER,2007,Kharif     ,Jowar,136794,63174
300,Rajasthan,AJMER,2007,Kharif     ,Maize,35762,38153
301,Rajasthan,AJMER,2007,Kharif     ,Moong(Green Gram),94831,30141
302,Rajasthan,AJMER,2007,Kharif     ,Moth,2401,495
303,Rajasthan,AJMER,2007,Kharif     ,Other Kharif pulses,2165,465
304,Rajasthan,AJMER,2007,Kharif     ,Rice,6,12
305,Rajasthan,AJMER,2007,Kharif     ,Sesamum,11269,3658
306,Rajasthan,AJMER,2007,Kharif     ,Soyabean,22,30
307,Rajasthan,AJMER,2007,Kharif     ,Urad,7443,2989
308,Rajasthan,AJMER,2007,Rabi       ,Barley,7225,14843
309,Rajasthan,AJMER,2007,Rabi       ,Gram,3689,2339
310,Rajasthan,AJMER,2007,Rabi       ,Linseed,19,15
311,Rajasthan,AJMER,2007,Rabi       ,Masoor,6,4
312,Rajasthan,AJMER,2007,Rabi       ,other oilseeds,1458,549
313,Rajasthan,AJMER,2007,Rabi       ,Rapeseed &Mustard,13048,12022
314,Rajasthan,AJMER,2007,Rabi       ,Wheat,21909,52373
315,Rajasthan,AJMER,2007,Whole Year ,Coriander,81,63
316,Rajasthan,AJMER,2007,Whole Year ,Dry chillies,1172,671
317,Rajasthan,AJMER,2007,Whole Year ,Garlic,24,37
318,Rajasthan,AJMER,2007,Whole Year ,Guar seed,13812,7400
319,Rajasthan,AJMER,2007,Whole Year ,Onion,772,3359
320,Rajasthan,AJMER,2007,Whole Year ,Sugarcane,42,2399
321,Rajasthan,AJMER,2007,Whole Year ,Sweet potato,110,161
322,Rajasthan,AJMER,2008,Kharif     ,Bajra,83304,81596
323,Rajasthan,AJMER,2008,Kharif     ,Castor seed,36,26
324,Rajasthan,AJMER,2008,Kharif     ,Cotton(lint),6328,1861
325,Rajasthan,AJMER,2008,Kharif     ,Groundnut,2629,1755
326,Rajasthan,AJMER,2008,Kharif     ,Jowar,143298,76740
327,Rajasthan,AJMER,2008,Kharif     ,Maize,35740,25704
328,Rajasthan,AJMER,2008,Kharif     ,Moong(Green Gram),73996,20891
329,Rajasthan,AJMER,2008,Kharif     ,Moth,1457,570
330,Rajasthan,AJMER,2008,Kharif     ,Other Kharif pulses,1654,762
331,Rajasthan,AJMER,2008,Kharif     ,Rice,4,7
332,Rajasthan,AJMER,2008,Kharif     ,Sesamum,25703,6173
333,Rajasthan,AJMER,2008,Kharif     ,Small millets,308,5
334,Rajasthan,AJMER,2008,Kharif     ,Soyabean,29,28
335,Rajasthan,AJMER,2008,Kharif     ,Urad,9220,2094
336,Rajasthan,AJMER,2008,Rabi       ,Barley,7878,18410
337,Rajasthan,AJMER,2008,Rabi       ,Gram,20783,9456
338,Rajasthan,AJMER,2008,Rabi       ,Linseed,114,116
339,Rajasthan,AJMER,2008,Rabi       ,Masoor,7,6
340,Rajasthan,AJMER,2008,Rabi       ,Other  Rabi pulses,18,13
341,Rajasthan,AJMER,2008,Rabi       ,other oilseeds,14115,3676
342,Rajasthan,AJMER,2008,Rabi       ,Rapeseed &Mustard,21662,13895
343,Rajasthan,AJMER,2008,Rabi       ,Wheat,16605,37499
344,Rajasthan,AJMER,2008,Whole Year ,Coriander,115,128
345,Rajasthan,AJMER,2008,Whole Year ,Dry chillies,844,630
346,Rajasthan,AJMER,2008,Whole Year ,Garlic,9,18
347,Rajasthan,AJMER,2008,Whole Year ,Guar seed,10038,4536
348,Rajasthan,AJMER,2008,Whole Year ,Onion,750,1886
349,Rajasthan,AJMER,2008,Whole Year ,Sugarcane,15,891
350,Rajasthan,AJMER,2008,Whole Year ,Sweet potato,131,
351,Rajasthan,AJMER,2009,Kharif     ,Arhar/Tur,6,
352,Rajasthan,AJMER,2009,Kharif     ,Bajra,85338,6464
353,Rajasthan,AJMER,2009,Kharif     ,Castor seed,93,13
354,Rajasthan,AJMER,2009,Kharif     ,Cotton(lint),6450,764
355,Rajasthan,AJMER,2009,Kharif     ,Groundnut,2390,278
356,Rajasthan,AJMER,2009,Kharif     ,Jowar,147086,2375
357,Rajasthan,AJMER,2009,Kharif     ,Maize,35274,2131
358,Rajasthan,AJMER,2009,Kharif     ,Moong(Green Gram),78976,1554
359,Rajasthan,AJMER,2009,Kharif     ,Moth,2022,
360,Rajasthan,AJMER,2009,Kharif     ,Other Kharif pulses,1276,
361,Rajasthan,AJMER,2009,Kharif     ,Rice,7,11
362,Rajasthan,AJMER,2009,Kharif     ,Sesamum,25449,535
363,Rajasthan,AJMER,2009,Kharif     ,Small millets,281,4
364,Rajasthan,AJMER,2009,Kharif     ,Soyabean,21,25
365,Rajasthan,AJMER,2009,Kharif     ,Urad,9188,217
366,Rajasthan,AJMER,2009,Rabi       ,Barley,3933,8653
367,Rajasthan,AJMER,2009,Rabi       ,Gram,158,65
368,Rajasthan,AJMER,2009,Rabi       ,Linseed,1,1
369,Rajasthan,AJMER,2009,Rabi       ,Masoor,2,2
370,Rajasthan,AJMER,2009,Rabi       ,other oilseeds,2324,405
371,Rajasthan,AJMER,2009,Rabi       ,Rapeseed &Mustard,2857,1599
372,Rajasthan,AJMER,2009,Rabi       ,Wheat,8761,21653
373,Rajasthan,AJMER,2009,Whole Year ,Coriander,98,37
374,Rajasthan,AJMER,2009,Whole Year ,Dry chillies,808,222
375,Rajasthan,AJMER,2009,Whole Year ,Guar seed,8634,42
376,Rajasthan,AJMER,2009,Whole Year ,Onion,538,813
377,Rajasthan,AJMER,2009,Whole Year ,Potato,1,
378,Rajasthan,AJMER,2009,Whole Year ,Sugarcane,14,806
379,Rajasthan,AJMER,2009,Whole Year ,Sweet potato,123,
380,Rajasthan,AJMER,2010,Kharif     ,Arhar/Tur,7,7
381,Rajasthan,AJMER,2010,Kharif     ,Bajra,94322,128399
382,Rajasthan,AJMER,2010,Kharif     ,Castor seed,119,38
383,Rajasthan,AJMER,2010,Kharif     ,Cotton(lint),3281,967
384,Rajasthan,AJMER,2010,Kharif     ,Groundnut,2030,2865
385,Rajasthan,AJMER,2010,Kharif     ,Jowar,160379,121578
386,Rajasthan,AJMER,2010,Kharif     ,Maize,35419,53352
387,Rajasthan,AJMER,2010,Kharif     ,Moong(Green Gram),83408,62759
388,Rajasthan,AJMER,2010,Kharif     ,Moth,1476,816
389,Rajasthan,AJMER,2010,Kharif     ,Other Kharif pulses,1599,906
390,Rajasthan,AJMER,2010,Kharif     ,Rice,9,18
391,Rajasthan,AJMER,2010,Kharif     ,Sesamum,21321,8130
392,Rajasthan,AJMER,2010,Kharif     ,Small millets,190,109
393,Rajasthan,AJMER,2010,Kharif     ,Soyabean,10,14
394,Rajasthan,AJMER,2010,Kharif     ,Urad,8860,6401
395,Rajasthan,AJMER,2010,Rabi       ,Barley,42326,95624
396,Rajasthan,AJMER,2010,Rabi       ,Gram,111133,92407
397,Rajasthan,AJMER,2010,Rabi       ,Linseed,84,51
